"","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment"
"16",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,1,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"17",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,1,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"18",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,1,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"19",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,1,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"20",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,1,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"21",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,3,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"22",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,3,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"23",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,5,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"24",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,5,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"25",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,5,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"26",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,5,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"27",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,5,NA,"Bidens alba","Apis mellifera",NA,"3",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"28",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,8,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"29",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,8,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"30",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,8,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"31",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,7,NA,"Bidens alba","Centris decolorata",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"32",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Agraulis vanillae insularis",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"33",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,4,NA,"Bidens alba","Agraulis vanillae insularis",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"34",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,4,NA,"Bidens alba","Agraulis vanillae insularis",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"35",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,4,NA,"Bidens alba","Agraulis vanillae insularis",NA,"5",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"36",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"37",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"38",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"39",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"40",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"41",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,4,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"42",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,6,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"43",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,4,NA,"Bidens alba","Campsomeris ephippium",NA,"3",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"44",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,6,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"45",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,6,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"46",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,6,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"47",2014-08-31,"1",1899-12-31 08:08:00,1899-12-31 09:57:00,8,2,NA,"Bidens alba","Xylocopa mordax",NA,"1",NA,NA,"Joel Gonzalez, Brenda Segarra, Jenniffer Paniagua",2014,8,31,"before"
"48",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Agraulis vanillae insularis",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"49",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Agraulis vanillae insularis",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"50",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Apis mellifera",NA,"7",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"51",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Apis mellifera",NA,"6",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"52",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Apis mellifera",NA,"10",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"53",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,2,NA,"Bidens alba","Apis mellifera",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"54",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,8,NA,"Bidens alba","Apis mellifera",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"55",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,8,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"56",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,8,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"57",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,10,NA,"Bidens alba","Apis mellifera",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"58",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,10,NA,"Bidens alba","Apis mellifera",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"59",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,10,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"60",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,10,NA,"Bidens alba","Apis mellifera",NA,"3",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"61",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,10,NA,"Bidens alba","Apis mellifera",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"62",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,12,NA,"Bidens alba","Apis mellifera",NA,"7",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"63",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,12,NA,"Bidens alba","Apis mellifera",NA,"10",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"64",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,12,NA,"Bidens alba","Apis mellifera",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"65",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,12,NA,"Bidens alba","Apis mellifera",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"66",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,12,NA,"Bidens alba","Apis mellifera",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"67",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,8,NA,"Bidens alba","Stictia signata",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"68",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,7,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"69",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,7,NA,"Bidens alba","Campsomeris ephippium",NA,"3",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"70",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,7,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"71",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,7,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"72",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,1,NA,"Bidens alba","Centris decolorata",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"73",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Agraulis vanillae insularis",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"74",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,11,NA,"Bidens alba","Agraulis vanillae insularis",NA,"6",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"75",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,11,NA,"Bidens alba","Agraulis vanillae insularis",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"76",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,11,NA,"Bidens alba","Agraulis vanillae insularis",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"77",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,"8",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"78",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,"5",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"79",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"80",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,"8",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"81",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,"6",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"82",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,"6",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"83",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,"3",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"84",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,"7",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"85",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Campsomeris ephippium",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"86",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"87",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Campsomeris ephippium",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"88",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,11,NA,"Bidens alba","Campsomeris ephippium",NA,"4",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"89",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Centris decolorata",NA,"1",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"90",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Centris decolorata",NA,"2",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"91",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Xylocopa mordax",NA,"10",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"92",2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Xylocopa mordax",NA,"6",NA,NA,"Joel Gonzalez",2014,9,9,"before"
"93",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,4,NA,"Bidens alba","Campsomeris ephippium",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"94",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"95",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"96",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"97",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Apis mellifera",NA,"3",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"98",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Apis mellifera",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"99",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Centris decolorata",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"100",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Centris decolorata",NA,"2",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"101",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Centris decolorata",NA,"2",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"102",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Centris decolorata",NA,"3",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"103",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"104",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"105",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"106",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,"11",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"107",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"108",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"2",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"109",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"110",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"111",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"2",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"112",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"2",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"113",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"114",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"115",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"116",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"6",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"117",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"3",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"118",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"7",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"119",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"6",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"120",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"4",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"121",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"5",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"122",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"3",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"123",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,"5",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"124",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Xylocopa mordax",NA,"6",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
"125",2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,3,NA,"Bidens alba","Apis mellifera",NA,"1",NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before"
